,lake,year,month,layer,group,genus,var,value,units,SamplingMethodID,MethodID
4232,Lacawac,2016,7,epilimnion,Rotifer,Kellicottia,proportion in layer,0.04,proportion,Method023,Method029
4233,Lacawac,2016,7,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.96,proportion,Method023,Method029
4234,Lacawac,2016,8,epilimnion,Rotifer,Kellicottia,proportion in layer,0.1,proportion,Method023,Method029
4235,Lacawac,2016,8,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.9,proportion,Method023,Method029
4236,Lacawac,2017,5,epilimnion,Rotifer,Kellicottia,proportion in layer,0.05,proportion,Method023,Method029
4237,Lacawac,2017,5,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.95,proportion,Method023,Method029
4238,Lacawac,2017,6,epilimnion,Rotifer,Kellicottia,proportion in layer,0.01,proportion,Method023,Method029
4239,Lacawac,2017,6,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.99,proportion,Method023,Method029
4240,Lacawac,2017,7,epilimnion,Rotifer,Kellicottia,proportion in layer,0,proportion,Method023,Method029
4241,Lacawac,2017,7,metahypolimnion,Rotifer,Kellicottia,proportion in layer,1,proportion,Method023,Method029
4242,Lacawac,2017,8,epilimnion,Rotifer,Kellicottia,proportion in layer,0,proportion,Method023,Method029
4243,Lacawac,2017,8,metahypolimnion,Rotifer,Kellicottia,proportion in layer,1,proportion,Method023,Method029
4244,Lacawac,2018,5,epilimnion,Rotifer,Kellicottia,proportion in layer,0.04,proportion,Method023,Method029
4245,Lacawac,2018,5,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.96,proportion,Method023,Method029
4246,Lacawac,2018,6,epilimnion,Rotifer,Kellicottia,proportion in layer,0.05,proportion,Method023,Method029
4247,Lacawac,2018,6,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.95,proportion,Method023,Method029
4248,Lacawac,2018,7,epilimnion,Rotifer,Kellicottia,proportion in layer,0,proportion,Method023,Method029
4249,Lacawac,2018,7,metahypolimnion,Rotifer,Kellicottia,proportion in layer,1,proportion,Method023,Method029
4250,Lacawac,2018,8,epilimnion,Rotifer,Kellicottia,proportion in layer,0.06,proportion,Method023,Method029
4251,Lacawac,2018,8,metahypolimnion,Rotifer,Kellicottia,proportion in layer,0.94,proportion,Method023,Method029
4252,Lacawac,1990,5,epilimnion,Rotifer,Keratella,proportion in layer,0.33,proportion,Method024,Method029
4253,Lacawac,1990,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.67,proportion,Method024,Method029
4254,Lacawac,1990,6,epilimnion,Rotifer,Keratella,proportion in layer,0.69,proportion,Method024,Method029
4255,Lacawac,1990,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.31,proportion,Method024,Method029
4256,Lacawac,1990,7,epilimnion,Rotifer,Keratella,proportion in layer,0.75,proportion,Method024,Method029
4257,Lacawac,1990,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.25,proportion,Method024,Method029
4258,Lacawac,1990,8,epilimnion,Rotifer,Keratella,proportion in layer,0.89,proportion,Method024,Method029
4259,Lacawac,1990,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.11,proportion,Method024,Method029
4260,Lacawac,1991,5,epilimnion,Rotifer,Keratella,proportion in layer,0.61,proportion,Method024,Method029
4261,Lacawac,1991,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.39,proportion,Method024,Method029
4262,Lacawac,1991,6,epilimnion,Rotifer,Keratella,proportion in layer,0.22,proportion,Method024,Method029
4263,Lacawac,1991,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.78,proportion,Method024,Method029
4264,Lacawac,1991,7,epilimnion,Rotifer,Keratella,proportion in layer,0.76,proportion,Method024,Method029
4265,Lacawac,1991,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.24,proportion,Method024,Method029
4266,Lacawac,1991,8,epilimnion,Rotifer,Keratella,proportion in layer,0.89,proportion,Method024,Method029
4267,Lacawac,1991,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.11,proportion,Method024,Method029
4268,Lacawac,1992,5,epilimnion,Rotifer,Keratella,proportion in layer,0.4,proportion,Method024,Method029
4269,Lacawac,1992,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.6,proportion,Method024,Method029
4270,Lacawac,1992,6,epilimnion,Rotifer,Keratella,proportion in layer,0.27,proportion,Method024,Method029
4271,Lacawac,1992,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.73,proportion,Method024,Method029
4272,Lacawac,1992,7,epilimnion,Rotifer,Keratella,proportion in layer,0.38,proportion,Method024,Method029
4273,Lacawac,1992,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.62,proportion,Method024,Method029
4274,Lacawac,1992,8,epilimnion,Rotifer,Keratella,proportion in layer,0.69,proportion,Method024,Method029
4275,Lacawac,1992,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.31,proportion,Method024,Method029
4276,Lacawac,1993,5,epilimnion,Rotifer,Keratella,proportion in layer,0.4,proportion,Method024,Method029
4277,Lacawac,1993,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.6,proportion,Method024,Method029
4278,Lacawac,1993,6,epilimnion,Rotifer,Keratella,proportion in layer,0.29,proportion,Method024,Method029
4279,Lacawac,1993,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.71,proportion,Method024,Method029
4280,Lacawac,1993,7,epilimnion,Rotifer,Keratella,proportion in layer,0.7,proportion,Method024,Method029
4281,Lacawac,1993,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.3,proportion,Method024,Method029
4282,Lacawac,1993,8,epilimnion,Rotifer,Keratella,proportion in layer,0.78,proportion,Method024,Method029
4283,Lacawac,1993,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.22,proportion,Method024,Method029
4284,Lacawac,2007,6,epilimnion,Rotifer,Keratella,proportion in layer,0.72,proportion,Method024,Method029
4285,Lacawac,2007,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.28,proportion,Method024,Method029
4286,Lacawac,2007,7,epilimnion,Rotifer,Keratella,proportion in layer,0.79,proportion,Method024,Method029
4287,Lacawac,2007,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.21,proportion,Method024,Method029
4288,Lacawac,2007,8,epilimnion,Rotifer,Keratella,proportion in layer,0.97,proportion,Method024,Method029
4289,Lacawac,2007,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.03,proportion,Method024,Method029
4290,Lacawac,2008,5,epilimnion,Rotifer,Keratella,proportion in layer,0.66,proportion,Method023,Method029
4291,Lacawac,2008,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.34,proportion,Method023,Method029
4292,Lacawac,2008,6,epilimnion,Rotifer,Keratella,proportion in layer,0.24,proportion,Method023,Method029
4293,Lacawac,2008,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.76,proportion,Method023,Method029
4294,Lacawac,2008,7,epilimnion,Rotifer,Keratella,proportion in layer,0.56,proportion,Method023,Method029
4295,Lacawac,2008,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.44,proportion,Method023,Method029
4296,Lacawac,2008,8,epilimnion,Rotifer,Keratella,proportion in layer,0.76,proportion,Method023,Method029
4297,Lacawac,2008,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.24,proportion,Method023,Method029
4298,Lacawac,2009,5,epilimnion,Rotifer,Keratella,proportion in layer,0.32,proportion,Method023,Method029
4299,Lacawac,2009,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.68,proportion,Method023,Method029
4300,Lacawac,2009,7,epilimnion,Rotifer,Keratella,proportion in layer,0.7,proportion,Method023,Method029
4301,Lacawac,2009,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.3,proportion,Method023,Method029
4302,Lacawac,2009,8,epilimnion,Rotifer,Keratella,proportion in layer,0.68,proportion,Method023,Method029
4303,Lacawac,2009,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.32,proportion,Method023,Method029
4304,Lacawac,2014,5,epilimnion,Rotifer,Keratella,proportion in layer,0.46,proportion,Method023,Method029
4305,Lacawac,2014,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.54,proportion,Method023,Method029
4306,Lacawac,2014,6,epilimnion,Rotifer,Keratella,proportion in layer,0.31,proportion,Method023,Method029
4307,Lacawac,2014,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.69,proportion,Method023,Method029
4308,Lacawac,2014,7,epilimnion,Rotifer,Keratella,proportion in layer,0.24,proportion,Method023,Method029
4309,Lacawac,2014,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.76,proportion,Method023,Method029
4310,Lacawac,2014,8,epilimnion,Rotifer,Keratella,proportion in layer,0.91,proportion,Method023,Method029
4311,Lacawac,2014,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.09,proportion,Method023,Method029
4312,Lacawac,2015,5,epilimnion,Rotifer,Keratella,proportion in layer,0.18,proportion,Method023,Method029
4313,Lacawac,2015,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.82,proportion,Method023,Method029
4314,Lacawac,2015,6,epilimnion,Rotifer,Keratella,proportion in layer,0.57,proportion,Method023,Method029
4315,Lacawac,2015,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.43,proportion,Method023,Method029
4316,Lacawac,2015,7,epilimnion,Rotifer,Keratella,proportion in layer,0.83,proportion,Method023,Method029
4317,Lacawac,2015,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.17,proportion,Method023,Method029
4318,Lacawac,2015,8,epilimnion,Rotifer,Keratella,proportion in layer,0.84,proportion,Method023,Method029
4319,Lacawac,2015,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.16,proportion,Method023,Method029
4320,Lacawac,2016,5,epilimnion,Rotifer,Keratella,proportion in layer,0.56,proportion,Method023,Method029
4321,Lacawac,2016,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.44,proportion,Method023,Method029
4322,Lacawac,2016,6,epilimnion,Rotifer,Keratella,proportion in layer,0.56,proportion,Method023,Method029
4323,Lacawac,2016,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.44,proportion,Method023,Method029
4324,Lacawac,2016,7,epilimnion,Rotifer,Keratella,proportion in layer,0.38,proportion,Method023,Method029
4325,Lacawac,2016,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.62,proportion,Method023,Method029
4326,Lacawac,2016,8,epilimnion,Rotifer,Keratella,proportion in layer,0.89,proportion,Method023,Method029
4327,Lacawac,2016,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.11,proportion,Method023,Method029
4328,Lacawac,2017,5,epilimnion,Rotifer,Keratella,proportion in layer,0.16,proportion,Method023,Method029
4329,Lacawac,2017,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.84,proportion,Method023,Method029
4330,Lacawac,2017,6,epilimnion,Rotifer,Keratella,proportion in layer,0.67,proportion,Method023,Method029
4331,Lacawac,2017,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.33,proportion,Method023,Method029
4332,Lacawac,2017,7,epilimnion,Rotifer,Keratella,proportion in layer,0.03,proportion,Method023,Method029
4333,Lacawac,2017,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.97,proportion,Method023,Method029
4334,Lacawac,2017,8,epilimnion,Rotifer,Keratella,proportion in layer,0.26,proportion,Method023,Method029
4335,Lacawac,2017,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.74,proportion,Method023,Method029
4336,Lacawac,2018,5,epilimnion,Rotifer,Keratella,proportion in layer,0.2,proportion,Method023,Method029
4337,Lacawac,2018,5,metahypolimnion,Rotifer,Keratella,proportion in layer,0.8,proportion,Method023,Method029
4338,Lacawac,2018,6,epilimnion,Rotifer,Keratella,proportion in layer,0.05,proportion,Method023,Method029
4339,Lacawac,2018,6,metahypolimnion,Rotifer,Keratella,proportion in layer,0.95,proportion,Method023,Method029
4340,Lacawac,2018,7,epilimnion,Rotifer,Keratella,proportion in layer,0.12,proportion,Method023,Method029
4341,Lacawac,2018,7,metahypolimnion,Rotifer,Keratella,proportion in layer,0.88,proportion,Method023,Method029
4342,Lacawac,2018,8,epilimnion,Rotifer,Keratella,proportion in layer,0.59,proportion,Method023,Method029
4343,Lacawac,2018,8,metahypolimnion,Rotifer,Keratella,proportion in layer,0.41,proportion,Method023,Method029
4344,Lacawac,1990,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.46,proportion,Method024,Method029
4345,Lacawac,1990,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.54,proportion,Method024,Method029
4346,Lacawac,1990,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.4,proportion,Method024,Method029
4347,Lacawac,1990,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.6,proportion,Method024,Method029
4348,Lacawac,1990,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.38,proportion,Method024,Method029
4349,Lacawac,1990,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.62,proportion,Method024,Method029
4350,Lacawac,1990,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.45,proportion,Method024,Method029
4351,Lacawac,1990,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.55,proportion,Method024,Method029
4352,Lacawac,1991,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.12,proportion,Method024,Method029
4353,Lacawac,1991,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.88,proportion,Method024,Method029
4354,Lacawac,1991,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.37,proportion,Method024,Method029
4355,Lacawac,1991,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.63,proportion,Method024,Method029
4356,Lacawac,1991,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.67,proportion,Method024,Method029
4357,Lacawac,1991,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.33,proportion,Method024,Method029
4358,Lacawac,1991,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.84,proportion,Method024,Method029
4359,Lacawac,1991,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.16,proportion,Method024,Method029
4360,Lacawac,1992,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.07,proportion,Method024,Method029
4361,Lacawac,1992,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.93,proportion,Method024,Method029
4362,Lacawac,1992,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.62,proportion,Method024,Method029
4363,Lacawac,1992,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.38,proportion,Method024,Method029
4364,Lacawac,1992,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.24,proportion,Method024,Method029
4365,Lacawac,1992,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.76,proportion,Method024,Method029
4366,Lacawac,1992,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.29,proportion,Method024,Method029
4367,Lacawac,1992,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.71,proportion,Method024,Method029
4368,Lacawac,1993,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.48,proportion,Method024,Method029
4369,Lacawac,1993,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.52,proportion,Method024,Method029
4370,Lacawac,1993,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.31,proportion,Method024,Method029
4371,Lacawac,1993,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.69,proportion,Method024,Method029
4372,Lacawac,1993,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.28,proportion,Method024,Method029
4373,Lacawac,1993,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.72,proportion,Method024,Method029
4374,Lacawac,1993,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.79,proportion,Method024,Method029
4375,Lacawac,1993,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.21,proportion,Method024,Method029
4376,Lacawac,2007,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.26,proportion,Method024,Method029
4377,Lacawac,2007,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.74,proportion,Method024,Method029
4378,Lacawac,2007,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.78,proportion,Method024,Method029
4379,Lacawac,2007,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.22,proportion,Method024,Method029
4380,Lacawac,2007,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.91,proportion,Method024,Method029
4381,Lacawac,2007,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.09,proportion,Method024,Method029
4382,Lacawac,2008,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.19,proportion,Method023,Method029
4383,Lacawac,2008,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.81,proportion,Method023,Method029
4384,Lacawac,2008,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.44,proportion,Method023,Method029
4385,Lacawac,2008,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.56,proportion,Method023,Method029
4386,Lacawac,2008,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.84,proportion,Method023,Method029
4387,Lacawac,2008,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.16,proportion,Method023,Method029
4388,Lacawac,2008,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.98,proportion,Method023,Method029
4389,Lacawac,2008,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.02,proportion,Method023,Method029
4390,Lacawac,2009,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.05,proportion,Method023,Method029
4391,Lacawac,2009,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.95,proportion,Method023,Method029
4392,Lacawac,2009,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.53,proportion,Method023,Method029
4393,Lacawac,2009,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.47,proportion,Method023,Method029
4394,Lacawac,2009,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.82,proportion,Method023,Method029
4395,Lacawac,2009,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.18,proportion,Method023,Method029
4396,Lacawac,2014,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.02,proportion,Method023,Method029
4397,Lacawac,2014,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.98,proportion,Method023,Method029
4398,Lacawac,2014,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.09,proportion,Method023,Method029
4399,Lacawac,2014,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.91,proportion,Method023,Method029
4400,Lacawac,2014,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.14,proportion,Method023,Method029
4401,Lacawac,2014,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.86,proportion,Method023,Method029
4402,Lacawac,2014,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.7,proportion,Method023,Method029
4403,Lacawac,2014,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.3,proportion,Method023,Method029
4404,Lacawac,2015,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.05,proportion,Method023,Method029
4405,Lacawac,2015,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.95,proportion,Method023,Method029
4406,Lacawac,2015,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.36,proportion,Method023,Method029
4407,Lacawac,2015,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.64,proportion,Method023,Method029
4408,Lacawac,2015,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.21,proportion,Method023,Method029
4409,Lacawac,2015,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.79,proportion,Method023,Method029
4410,Lacawac,2015,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.53,proportion,Method023,Method029
4411,Lacawac,2015,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.47,proportion,Method023,Method029
4412,Lacawac,2016,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.03,proportion,Method023,Method029
4413,Lacawac,2016,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.97,proportion,Method023,Method029
4414,Lacawac,2016,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.2,proportion,Method023,Method029
4415,Lacawac,2016,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.8,proportion,Method023,Method029
4416,Lacawac,2016,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.06,proportion,Method023,Method029
4417,Lacawac,2016,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.94,proportion,Method023,Method029
4418,Lacawac,2016,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.42,proportion,Method023,Method029
4419,Lacawac,2016,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.58,proportion,Method023,Method029
4420,Lacawac,2017,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.02,proportion,Method023,Method029
4421,Lacawac,2017,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.98,proportion,Method023,Method029
4422,Lacawac,2017,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.09,proportion,Method023,Method029
4423,Lacawac,2017,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.91,proportion,Method023,Method029
4424,Lacawac,2017,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0,proportion,Method023,Method029
4425,Lacawac,2017,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,1,proportion,Method023,Method029
4426,Lacawac,2017,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.19,proportion,Method023,Method029
4427,Lacawac,2017,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.81,proportion,Method023,Method029
4428,Lacawac,2018,5,epilimnion,Rotifer,Polyarthra,proportion in layer,0.18,proportion,Method023,Method029
4429,Lacawac,2018,5,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.82,proportion,Method023,Method029
4430,Lacawac,2018,6,epilimnion,Rotifer,Polyarthra,proportion in layer,0.1,proportion,Method023,Method029
4431,Lacawac,2018,6,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.9,proportion,Method023,Method029
4432,Lacawac,2018,7,epilimnion,Rotifer,Polyarthra,proportion in layer,0.03,proportion,Method023,Method029
4433,Lacawac,2018,7,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.97,proportion,Method023,Method029
4434,Lacawac,2018,8,epilimnion,Rotifer,Polyarthra,proportion in layer,0.33,proportion,Method023,Method029
4435,Lacawac,2018,8,metahypolimnion,Rotifer,Polyarthra,proportion in layer,0.67,proportion,Method023,Method029
4436,Lacawac,1990,5,epilimnion,Rotifer,unidentified,proportion in layer,0.24,proportion,NA,NA
4437,Lacawac,1990,5,metahypolimnion,Rotifer,unidentified,proportion in layer,0.76,proportion,NA,NA
4438,Lacawac,1990,6,epilimnion,Rotifer,unidentified,proportion in layer,0.21,proportion,NA,NA
4439,Lacawac,1990,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.79,proportion,NA,NA
4440,Lacawac,1990,7,epilimnion,Rotifer,unidentified,proportion in layer,0.36,proportion,NA,NA
4441,Lacawac,1990,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.64,proportion,NA,NA
4442,Lacawac,1990,8,epilimnion,Rotifer,unidentified,proportion in layer,0.45,proportion,NA,NA
4443,Lacawac,1990,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.55,proportion,NA,NA
4444,Lacawac,1991,5,epilimnion,Rotifer,unidentified,proportion in layer,0.1,proportion,NA,NA
4445,Lacawac,1991,5,metahypolimnion,Rotifer,unidentified,proportion in layer,0.9,proportion,NA,NA
4446,Lacawac,1991,6,epilimnion,Rotifer,unidentified,proportion in layer,0.16,proportion,NA,NA
4447,Lacawac,1991,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.84,proportion,NA,NA
4448,Lacawac,1991,7,epilimnion,Rotifer,unidentified,proportion in layer,0.62,proportion,NA,NA
4449,Lacawac,1991,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.38,proportion,NA,NA
4450,Lacawac,1991,8,epilimnion,Rotifer,unidentified,proportion in layer,0.79,proportion,NA,NA
4451,Lacawac,1991,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.21,proportion,NA,NA
4452,Lacawac,1992,5,epilimnion,Rotifer,unidentified,proportion in layer,0.25,proportion,NA,NA
4453,Lacawac,1992,5,metahypolimnion,Rotifer,unidentified,proportion in layer,0.75,proportion,NA,NA
4454,Lacawac,1992,6,epilimnion,Rotifer,unidentified,proportion in layer,0.24,proportion,NA,NA
4455,Lacawac,1992,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.76,proportion,NA,NA
4456,Lacawac,1992,7,epilimnion,Rotifer,unidentified,proportion in layer,0.18,proportion,NA,NA
4457,Lacawac,1992,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.82,proportion,NA,NA
4458,Lacawac,1992,8,epilimnion,Rotifer,unidentified,proportion in layer,0.42,proportion,NA,NA
4459,Lacawac,1992,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.58,proportion,NA,NA
4460,Lacawac,1993,5,epilimnion,Rotifer,unidentified,proportion in layer,0.23,proportion,NA,NA
4461,Lacawac,1993,5,metahypolimnion,Rotifer,unidentified,proportion in layer,0.77,proportion,NA,NA
4462,Lacawac,1993,6,epilimnion,Rotifer,unidentified,proportion in layer,0.25,proportion,NA,NA
4463,Lacawac,1993,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.75,proportion,NA,NA
4464,Lacawac,1993,7,epilimnion,Rotifer,unidentified,proportion in layer,0.34,proportion,NA,NA
4465,Lacawac,1993,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.66,proportion,NA,NA
4466,Lacawac,1993,8,epilimnion,Rotifer,unidentified,proportion in layer,0.68,proportion,NA,NA
4467,Lacawac,1993,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.32,proportion,NA,NA
4468,Lacawac,2007,6,epilimnion,Rotifer,unidentified,proportion in layer,0.55,proportion,NA,NA
4469,Lacawac,2007,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.45,proportion,NA,NA
4470,Lacawac,2007,7,epilimnion,Rotifer,unidentified,proportion in layer,0.51,proportion,NA,NA
4471,Lacawac,2007,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.49,proportion,NA,NA
4472,Lacawac,2007,8,epilimnion,Rotifer,unidentified,proportion in layer,0.82,proportion,NA,NA
4473,Lacawac,2007,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.18,proportion,NA,NA
4474,Lacawac,2008,5,epilimnion,Rotifer,unidentified,proportion in layer,0.39,proportion,NA,NA
4475,Lacawac,2008,5,metahypolimnion,Rotifer,unidentified,proportion in layer,0.61,proportion,NA,NA
4476,Lacawac,2008,6,epilimnion,Rotifer,unidentified,proportion in layer,0.32,proportion,NA,NA
4477,Lacawac,2008,6,metahypolimnion,Rotifer,unidentified,proportion in layer,0.68,proportion,NA,NA
4478,Lacawac,2008,7,epilimnion,Rotifer,unidentified,proportion in layer,0.72,proportion,NA,NA
4479,Lacawac,2008,7,metahypolimnion,Rotifer,unidentified,proportion in layer,0.28,proportion,NA,NA
4480,Lacawac,2008,8,epilimnion,Rotifer,unidentified,proportion in layer,0.83,proportion,NA,NA
4481,Lacawac,2008,8,metahypolimnion,Rotifer,unidentified,proportion in layer,0.17,proportion,NA,NA
4482,Lacawac,2009,5,epilimnion,Rotifer,unidentified,proportion in layer,0.19,proportion,NA,NA
